Site Name ,MARIAHO
Site Number ,4
Logger ,Integrating Light Sensor
Logger Serial Number ,10958


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

3805,13/01/2018 , 05:15:00,0,0
3806,13/01/2018 , 05:30:00,0,0
3807,13/01/2018 , 05:45:00,0,0
3808,13/01/2018 , 06:00:00,0,0
3809,13/01/2018 , 06:15:00,0,0
3810,13/01/2018 , 06:30:00,0,0
3811,13/01/2018 , 06:45:00,0,0
3812,13/01/2018 , 07:00:00,0,0
3813,13/01/2018 , 07:15:00,0,0
3814,13/01/2018 , 07:30:00,0,0
3815,13/01/2018 , 07:45:00,0,0
3816,13/01/2018 , 08:00:00,0,0
3817,13/01/2018 , 08:15:00,0,0
3818,13/01/2018 , 08:30:00,0,0
3819,13/01/2018 , 08:45:00,0,0
3820,13/01/2018 , 09:00:00,0,0
3821,13/01/2018 , 09:15:00,0,0
3822,13/01/2018 , 09:30:00,0,0
3823,13/01/2018 , 09:45:00,0,0
3824,13/01/2018 , 10:00:00,0,0
3825,13/01/2018 , 10:15:00,0,0
3826,13/01/2018 , 10:30:00,0,0
3827,13/01/2018 , 10:45:00,0,0
3828,13/01/2018 , 11:00:00,0,0
3829,13/01/2018 , 11:15:00,0,0
3830,13/01/2018 , 11:30:00,0,0
3831,13/01/2018 , 11:45:00,0,0
3832,13/01/2018 , 12:00:00,0,0
3833,13/01/2018 , 12:15:00,0,0
3834,13/01/2018 , 12:30:00,0,0
3835,13/01/2018 , 12:45:00,0,0
3836,13/01/2018 , 13:00:00,0,0
3837,13/01/2018 , 13:15:00,0,0
3838,13/01/2018 , 13:30:00,0,0
3839,13/01/2018 , 13:45:00,0,0
3840,13/01/2018 , 14:00:00,0,0
3841,13/01/2018 , 14:15:00,0,0
3842,13/01/2018 , 14:30:00,0,0
3843,13/01/2018 , 14:45:00,0,0
3844,13/01/2018 , 15:00:00,0,0
3845,13/01/2018 , 15:15:00,0,0
3846,13/01/2018 , 15:30:00,0,0
3847,13/01/2018 , 15:45:00,0,0
3848,13/01/2018 , 16:00:00,0,0
3849,13/01/2018 , 16:15:00,0,0
3850,13/01/2018 , 16:30:00,0,0
3851,13/01/2018 , 16:45:00,0,0
3852,13/01/2018 , 17:00:00,0,0
3853,13/01/2018 , 17:15:00,0,0
3854,13/01/2018 , 17:30:00,0,0
3855,13/01/2018 , 17:45:00,0,0
3856,13/01/2018 , 18:00:00,0,0
3857,13/01/2018 , 18:15:00,0,0
3858,13/01/2018 , 18:30:00,0,0
3859,13/01/2018 , 18:45:00,0,0
3860,13/01/2018 , 19:00:00,0,0
3861,13/01/2018 , 19:15:00,0,0
3862,13/01/2018 , 19:30:00,0,0
3863,13/01/2018 , 19:45:00,0,0
3864,13/01/2018 , 20:00:00,0,0
3865,13/01/2018 , 20:15:00,0,0
3866,13/01/2018 , 20:30:00,0,0
3867,13/01/2018 , 20:45:00,0,0
3868,13/01/2018 , 21:00:00,0,0
3869,13/01/2018 , 21:15:00,0,0
3870,13/01/2018 , 21:30:00,0,0
3871,13/01/2018 , 21:45:00,0,0
3872,13/01/2018 , 22:00:00,0,0
3873,13/01/2018 , 22:15:00,0,0
3874,13/01/2018 , 22:30:00,0,0
3875,13/01/2018 , 22:45:00,0,0
3876,13/01/2018 , 23:00:00,0,0
3877,13/01/2018 , 23:15:00,0,0
3878,13/01/2018 , 23:30:00,0,0
3879,13/01/2018 , 23:45:00,0,0
3880,13/01/2018 , 24:00:00,0,0
3881,14/01/2018 , 00:15:00,0,0
3882,14/01/2018 , 00:30:00,0,0
3883,14/01/2018 , 00:45:00,0,0
3884,14/01/2018 , 01:00:00,0,0
3885,14/01/2018 , 01:15:00,0,0
3886,14/01/2018 , 01:30:00,0,0
3887,14/01/2018 , 01:45:00,0,0
3888,14/01/2018 , 02:00:00,0,0
3889,14/01/2018 , 02:15:00,0,0
3890,14/01/2018 , 02:30:00,0,0
3891,14/01/2018 , 02:45:00,0,0
3892,14/01/2018 , 03:00:00,0,0
3893,14/01/2018 , 03:15:00,0,0
3894,14/01/2018 , 03:30:00,0,0
3895,14/01/2018 , 03:45:00,0,0
3896,14/01/2018 , 04:00:00,0,0
3897,14/01/2018 , 04:15:00,0,0
3898,14/01/2018 , 04:30:00,0,0
3899,14/01/2018 , 04:45:00,0,0
3900,14/01/2018 , 05:00:00,0,0
3901,14/01/2018 , 05:15:00,0,0
3902,14/01/2018 , 05:30:00,0,0
3903,14/01/2018 , 05:45:00,0,0
3904,14/01/2018 , 06:00:00,0,0
3905,14/01/2018 , 06:15:00,0,0
3906,14/01/2018 , 06:30:00,0,0
3907,14/01/2018 , 06:45:00,0,0
3908,14/01/2018 , 07:00:00,0,0
3909,14/01/2018 , 07:15:00,0,0
3910,14/01/2018 , 07:30:00,0,0
3911,14/01/2018 , 07:45:00,0,0
3912,14/01/2018 , 08:00:00,0,0
3913,14/01/2018 , 08:15:00,0,0
3914,14/01/2018 , 08:30:00,0,0
3915,14/01/2018 , 08:45:00,0,0
3916,14/01/2018 , 09:00:00,0,0
3917,14/01/2018 , 09:15:00,0,0
3918,14/01/2018 , 09:30:00,0,0
3919,14/01/2018 , 09:45:00,0,0
3920,14/01/2018 , 10:00:00,0,0
3921,14/01/2018 , 10:15:00,0,0
3922,14/01/2018 , 10:30:00,0,0
3923,14/01/2018 , 10:45:00,0,0
3924,14/01/2018 , 11:00:00,0,0
3925,14/01/2018 , 11:15:00,0,0
3926,14/01/2018 , 11:30:00,0,0
3927,14/01/2018 , 11:45:00,0,0
3928,14/01/2018 , 12:00:00,0,0
3929,14/01/2018 , 12:15:00,0,0
3930,14/01/2018 , 12:30:00,0,0
3931,14/01/2018 , 12:45:00,0,0
3932,14/01/2018 , 13:00:00,0,0
3933,14/01/2018 , 13:15:00,0,0
3934,14/01/2018 , 13:30:00,0,0
3935,14/01/2018 , 13:45:00,0,0
3936,14/01/2018 , 14:00:00,0,0
3937,14/01/2018 , 14:15:00,0,0
3938,14/01/2018 , 14:30:00,0,0
3939,14/01/2018 , 14:45:00,0,0
3940,14/01/2018 , 15:00:00,0,0
3941,14/01/2018 , 15:15:00,0,0
3942,14/01/2018 , 15:30:00,0,0
3943,14/01/2018 , 15:45:00,0,0
3944,14/01/2018 , 16:00:00,0,0
3945,14/01/2018 , 16:15:00,0,0
3946,14/01/2018 , 16:30:00,0,0
3947,14/01/2018 , 16:45:00,0,0
3948,14/01/2018 , 17:00:00,0,0
3949,14/01/2018 , 17:15:00,0,0
3950,14/01/2018 , 17:30:00,0,0
3951,14/01/2018 , 17:45:00,0,0
3952,14/01/2018 , 18:00:00,0,0
3953,14/01/2018 , 18:15:00,0,0
3954,14/01/2018 , 18:30:00,0,0
3955,14/01/2018 , 18:45:00,0,0
3956,14/01/2018 , 19:00:00,0,0
3957,14/01/2018 , 19:15:00,0,0
3958,14/01/2018 , 19:30:00,0,0
3959,14/01/2018 , 19:45:00,0,0
3960,14/01/2018 , 20:00:00,0,0
3961,14/01/2018 , 20:15:00,0,0
3962,14/01/2018 , 20:30:00,0,0
3963,14/01/2018 , 20:45:00,0,0
3964,14/01/2018 , 21:00:00,0,0
3965,14/01/2018 , 21:15:00,0,0
3966,14/01/2018 , 21:30:00,0,0
3967,14/01/2018 , 21:45:00,0,0
3968,14/01/2018 , 22:00:00,0,0
3969,14/01/2018 , 22:15:00,0,0
3970,14/01/2018 , 22:30:00,0,0
3971,14/01/2018 , 22:45:00,0,0
3972,14/01/2018 , 23:00:00,0,0
3973,14/01/2018 , 23:15:00,0,0
3974,14/01/2018 , 23:30:00,0,0
3975,14/01/2018 , 23:45:00,0,0
3976,14/01/2018 , 24:00:00,0,0
3977,15/01/2018 , 00:15:00,0,0
3978,15/01/2018 , 00:30:00,0,0
3979,15/01/2018 , 00:45:00,0,0
3980,15/01/2018 , 01:00:00,0,0
3981,15/01/2018 , 01:15:00,0,0
3982,15/01/2018 , 01:30:00,0,0
3983,15/01/2018 , 01:45:00,0,0
3984,15/01/2018 , 02:00:00,0,0
3985,15/01/2018 , 02:15:00,0,0
3986,15/01/2018 , 02:30:00,0,0
3987,15/01/2018 , 02:45:00,0,0
3988,15/01/2018 , 03:00:00,0,0
3989,15/01/2018 , 03:15:00,0,0
3990,15/01/2018 , 03:30:00,0,0
3991,15/01/2018 , 03:45:00,0,0
3992,15/01/2018 , 04:00:00,0,0
3993,15/01/2018 , 04:15:00,0,0
3994,15/01/2018 , 04:30:00,0,0
3995,15/01/2018 , 04:45:00,0,0
3996,15/01/2018 , 05:00:00,0,0
3997,15/01/2018 , 05:15:00,0,0
3998,15/01/2018 , 05:30:00,0,0
3999,15/01/2018 , 05:45:00,0,0
4000,15/01/2018 , 06:00:00,0,0
4001,15/01/2018 , 06:15:00,0,0
4002,15/01/2018 , 06:30:00,0,0
4003,15/01/2018 , 06:45:00,0,0
4004,15/01/2018 , 07:00:00,0,0
4005,15/01/2018 , 07:15:00,0,0
4006,15/01/2018 , 07:30:00,0,0
4007,15/01/2018 , 07:45:00,0,0
4008,15/01/2018 , 08:00:00,0,0
4009,15/01/2018 , 08:15:00,0,0
4010,15/01/2018 , 08:30:00,0,0
4011,15/01/2018 , 08:45:00,0,0
4012,15/01/2018 , 09:00:00,0,0
4013,15/01/2018 , 09:15:00,0,0
4014,15/01/2018 , 09:30:00,0,0
4015,15/01/2018 , 09:45:00,0,0
4016,15/01/2018 , 10:00:00,0,0
4017,15/01/2018 , 10:15:00,0,0
4018,15/01/2018 , 10:30:00,0,0
4019,15/01/2018 , 10:45:00,0,0
4020,15/01/2018 , 11:00:00,0,0
4021,15/01/2018 , 11:15:00,0,0
4022,15/01/2018 , 11:30:00,0,0
4023,15/01/2018 , 11:45:00,0,0
4024,15/01/2018 , 12:00:00,0,0
4025,15/01/2018 , 12:15:00,0,0
4026,15/01/2018 , 12:30:00,0,0
4027,15/01/2018 , 12:45:00,0,0
4028,15/01/2018 , 13:00:00,0,0
4029,15/01/2018 , 13:15:00,0,0
4030,15/01/2018 , 13:30:00,0,0
4031,15/01/2018 , 13:45:00,0,0
4032,15/01/2018 , 14:00:00,0,0
4033,15/01/2018 , 14:15:00,0,0
4034,15/01/2018 , 14:30:00,0,0
4035,15/01/2018 , 14:45:00,0,0
4036,15/01/2018 , 15:00:00,0,0
4037,15/01/2018 , 15:15:00,0,0
4038,15/01/2018 , 15:30:00,0,0
4039,15/01/2018 , 15:45:00,0,0
4040,15/01/2018 , 16:00:00,0,0
4041,15/01/2018 , 16:15:00,0,0
4042,15/01/2018 , 16:30:00,0,0
4043,15/01/2018 , 16:45:00,0,0
4044,15/01/2018 , 17:00:00,0,0
4045,15/01/2018 , 17:15:00,0,0
4046,15/01/2018 , 17:30:00,0,0
4047,15/01/2018 , 17:45:00,0,0
4048,15/01/2018 , 18:00:00,0,0
4049,15/01/2018 , 18:15:00,0,0
4050,15/01/2018 , 18:30:00,0,0
4051,15/01/2018 , 18:45:00,0,0
4052,15/01/2018 , 19:00:00,0,0
4053,15/01/2018 , 19:15:00,0,0
4054,15/01/2018 , 19:30:00,0,0
4055,15/01/2018 , 19:45:00,0,0
4056,15/01/2018 , 20:00:00,0,0
4057,15/01/2018 , 20:15:00,0,0
4058,15/01/2018 , 20:30:00,0,0
4059,15/01/2018 , 20:45:00,0,0
4060,15/01/2018 , 21:00:00,0,0
4061,15/01/2018 , 21:15:00,0,0
4062,15/01/2018 , 21:30:00,0,0
4063,15/01/2018 , 21:45:00,0,0
4064,15/01/2018 , 22:00:00,0,0
4065,15/01/2018 , 22:15:00,0,0
4066,15/01/2018 , 22:30:00,0,0
4067,15/01/2018 , 22:45:00,0,0
4068,15/01/2018 , 23:00:00,0,0
4069,15/01/2018 , 23:15:00,0,0
4070,15/01/2018 , 23:30:00,0,0
4071,15/01/2018 , 23:45:00,0,0
4072,15/01/2018 , 24:00:00,0,0
4073,16/01/2018 , 00:15:00,0,0
4074,16/01/2018 , 00:30:00,0,0
4075,16/01/2018 , 00:45:00,0,0
4076,16/01/2018 , 01:00:00,0,0
4077,16/01/2018 , 01:15:00,0,0
4078,16/01/2018 , 01:30:00,0,0
4079,16/01/2018 , 01:45:00,0,0
4080,16/01/2018 , 02:00:00,0,0
4081,16/01/2018 , 02:15:00,0,0
4082,16/01/2018 , 02:30:00,0,0
4083,16/01/2018 , 02:45:00,0,0
4084,16/01/2018 , 03:00:00,0,0
4085,16/01/2018 , 03:15:00,0,0
4086,16/01/2018 , 03:30:00,0,0
4087,16/01/2018 , 03:45:00,0,0
4088,16/01/2018 , 04:00:00,0,0
4089,16/01/2018 , 04:15:00,0,0
4090,16/01/2018 , 04:30:00,0,0
4091,16/01/2018 , 04:45:00,0,0
4092,16/01/2018 , 05:00:00,0,0
4093,16/01/2018 , 05:15:00,0,0
4094,16/01/2018 , 05:30:00,0,0
4095,16/01/2018 , 05:45:00,0,0
4096,16/01/2018 , 06:00:00,0,0
4097,16/01/2018 , 06:15:00,0,0
4098,16/01/2018 , 06:30:00,0,0
4099,16/01/2018 , 06:45:00,0,0
4100,16/01/2018 , 07:00:00,0,0
4101,16/01/2018 , 07:15:00,0,0
4102,16/01/2018 , 07:30:00,0,0
4103,16/01/2018 , 07:45:00,0,0
4104,16/01/2018 , 08:00:00,0,0
4105,16/01/2018 , 08:15:00,0,0
4106,16/01/2018 , 08:30:00,0,0
4107,16/01/2018 , 08:45:00,0,0
4108,16/01/2018 , 09:00:00,0,0
4109,16/01/2018 , 09:15:00,0,0
4110,16/01/2018 , 09:30:00,0,0
4111,16/01/2018 , 09:45:00,0,0
4112,16/01/2018 , 10:00:00,0,0
4113,16/01/2018 , 10:15:00,0,0
4114,16/01/2018 , 10:30:00,0,0
4115,16/01/2018 , 10:45:00,0,0
4116,16/01/2018 , 11:00:00,0,0
4117,16/01/2018 , 11:15:00,0,0
4118,16/01/2018 , 11:30:00,0,0
4119,16/01/2018 , 11:45:00,0,0
4120,16/01/2018 , 12:00:00,0,0
4121,16/01/2018 , 12:15:00,0,0
4122,16/01/2018 , 12:30:00,0,0
4123,16/01/2018 , 12:45:00,0,0
4124,16/01/2018 , 13:00:00,0,0
4125,16/01/2018 , 13:15:00,0,0
4126,16/01/2018 , 13:30:00,0,0
4127,16/01/2018 , 13:45:00,0,0
4128,16/01/2018 , 14:00:00,0,0
4129,16/01/2018 , 14:15:00,0,0
4130,16/01/2018 , 14:30:00,0,0
4131,16/01/2018 , 14:45:00,0,0
4132,16/01/2018 , 15:00:00,0,0
4133,16/01/2018 , 15:15:00,0,0
4134,16/01/2018 , 15:30:00,0,0
4135,16/01/2018 , 15:45:00,0,0
4136,16/01/2018 , 16:00:00,0,0
4137,16/01/2018 , 16:15:00,0,0
4138,16/01/2018 , 16:30:00,0,0
4139,16/01/2018 , 16:45:00,0,0
4140,16/01/2018 , 17:00:00,0,0
4141,16/01/2018 , 17:15:00,0,0
4142,16/01/2018 , 17:30:00,0,0
4143,16/01/2018 , 17:45:00,0,0
4144,16/01/2018 , 18:00:00,0,0
4145,16/01/2018 , 18:15:00,0,0
4146,16/01/2018 , 18:30:00,0,0
4147,16/01/2018 , 18:45:00,0,0
4148,16/01/2018 , 19:00:00,0,0
4149,16/01/2018 , 19:15:00,0,0
4150,16/01/2018 , 19:30:00,0,0
4151,16/01/2018 , 19:45:00,0,0
4152,16/01/2018 , 20:00:00,0,0
4153,16/01/2018 , 20:15:00,0,0
4154,16/01/2018 , 20:30:00,0,0
4155,16/01/2018 , 20:45:00,0,0
4156,16/01/2018 , 21:00:00,0,0
4157,16/01/2018 , 21:15:00,0,0
4158,16/01/2018 , 21:30:00,0,0
4159,16/01/2018 , 21:45:00,0,0
4160,16/01/2018 , 22:00:00,0,0
4161,16/01/2018 , 22:15:00,0,0
4162,16/01/2018 , 22:30:00,0,0
4163,16/01/2018 , 22:45:00,0,0
4164,16/01/2018 , 23:00:00,0,0
4165,16/01/2018 , 23:15:00,0,0
4166,16/01/2018 , 23:30:00,0,0
4167,16/01/2018 , 23:45:00,0,0
4168,16/01/2018 , 24:00:00,0,0
4169,17/01/2018 , 00:15:00,0,0
4170,17/01/2018 , 00:30:00,0,0
4171,17/01/2018 , 00:45:00,0,0
4172,17/01/2018 , 01:00:00,0,0
4173,17/01/2018 , 01:15:00,0,0
4174,17/01/2018 , 01:30:00,0,0
4175,17/01/2018 , 01:45:00,0,0
4176,17/01/2018 , 02:00:00,0,0
4177,17/01/2018 , 02:15:00,0,0
4178,17/01/2018 , 02:30:00,0,0
4179,17/01/2018 , 02:45:00,0,0
4180,17/01/2018 , 03:00:00,0,0
4181,17/01/2018 , 03:15:00,0,0
4182,17/01/2018 , 03:30:00,0,0
4183,17/01/2018 , 03:45:00,0,0
4184,17/01/2018 , 04:00:00,0,0
4185,17/01/2018 , 04:15:00,0,0
4186,17/01/2018 , 04:30:00,0,0
4187,17/01/2018 , 04:45:00,0,0
4188,17/01/2018 , 05:00:00,0,0
4189,17/01/2018 , 05:15:00,0,0
4190,17/01/2018 , 05:30:00,0,0
4191,17/01/2018 , 05:45:00,0,0
4192,17/01/2018 , 06:00:00,0,0
4193,17/01/2018 , 06:15:00,0,0
4194,17/01/2018 , 06:30:00,0,0
4195,17/01/2018 , 06:45:00,0,0
4196,17/01/2018 , 07:00:00,0,0
4197,17/01/2018 , 07:15:00,0,0
4198,17/01/2018 , 07:30:00,0,0
4199,17/01/2018 , 07:45:00,0,0
4200,17/01/2018 , 08:00:00,0,0
4201,17/01/2018 , 08:15:00,0,0
4202,17/01/2018 , 08:30:00,0,0
4203,17/01/2018 , 08:45:00,0,0
4204,17/01/2018 , 09:00:00,0,0
4205,17/01/2018 , 09:15:00,0,0
4206,17/01/2018 , 09:30:00,0,0
4207,17/01/2018 , 09:45:00,0,0
4208,17/01/2018 , 10:00:00,0,0
4209,17/01/2018 , 10:15:00,0,0
4210,17/01/2018 , 10:30:00,0,0
4211,17/01/2018 , 10:45:00,0,0
4212,17/01/2018 , 11:00:00,0,0
4213,17/01/2018 , 11:15:00,0,0
4214,17/01/2018 , 11:30:00,0,0
4215,17/01/2018 , 11:45:00,0,0
4216,17/01/2018 , 12:00:00,0,0
4217,17/01/2018 , 12:15:00,0,0
4218,17/01/2018 , 12:30:00,0,0
4219,17/01/2018 , 12:45:00,0,0
4220,17/01/2018 , 13:00:00,0,0
4221,17/01/2018 , 13:15:00,0,0
4222,17/01/2018 , 13:30:00,0,0
4223,17/01/2018 , 13:45:00,0,0
4224,17/01/2018 , 14:00:00,0,0
4225,17/01/2018 , 14:15:00,0,0
4226,17/01/2018 , 14:30:00,0,0
4227,17/01/2018 , 14:45:00,0,0
4228,17/01/2018 , 15:00:00,0,0
4229,17/01/2018 , 15:15:00,0,0
4230,17/01/2018 , 15:30:00,0,0
4231,17/01/2018 , 15:45:00,0,0
4232,17/01/2018 , 16:00:00,0,0
4233,17/01/2018 , 16:15:00,0,0
4234,17/01/2018 , 16:30:00,0,0
4235,17/01/2018 , 16:45:00,0,0
4236,17/01/2018 , 17:00:00,0,0
4237,17/01/2018 , 17:15:00,0,0
4238,17/01/2018 , 17:30:00,0,0
4239,17/01/2018 , 17:45:00,0,0
4240,17/01/2018 , 18:00:00,0,0
4241,17/01/2018 , 18:15:00,0,0
4242,17/01/2018 , 18:30:00,0,0
4243,17/01/2018 , 18:45:00,0,0
4244,17/01/2018 , 19:00:00,0,0
4245,17/01/2018 , 19:15:00,0,0
4246,17/01/2018 , 19:30:00,0,0
4247,17/01/2018 , 19:45:00,0,0
4248,17/01/2018 , 20:00:00,0,0
4249,17/01/2018 , 20:15:00,0,0
4250,17/01/2018 , 20:30:00,0,0
4251,17/01/2018 , 20:45:00,0,0
4252,17/01/2018 , 21:00:00,0,0
4253,17/01/2018 , 21:15:00,0,0
4254,17/01/2018 , 21:30:00,0,0
4255,17/01/2018 , 21:45:00,0,0
4256,17/01/2018 , 22:00:00,0,0
4257,17/01/2018 , 22:15:00,0,0
4258,17/01/2018 , 22:30:00,0,0
4259,17/01/2018 , 22:45:00,0,0
4260,17/01/2018 , 23:00:00,0,0
4261,17/01/2018 , 23:15:00,0,0
4262,17/01/2018 , 23:30:00,0,0
4263,17/01/2018 , 23:45:00,0,0
4264,17/01/2018 , 24:00:00,0,0
4265,18/01/2018 , 00:15:00,0,0
4266,18/01/2018 , 00:30:00,0,0
4267,18/01/2018 , 00:45:00,0,0
4268,18/01/2018 , 01:00:00,0,0
4269,18/01/2018 , 01:15:00,0,0
4270,18/01/2018 , 01:30:00,0,0
4271,18/01/2018 , 01:45:00,0,0
4272,18/01/2018 , 02:00:00,0,0
4273,18/01/2018 , 02:15:00,0,0
4274,18/01/2018 , 02:30:00,0,0
4275,18/01/2018 , 02:45:00,0,0
4276,18/01/2018 , 03:00:00,0,0
4277,18/01/2018 , 03:15:00,0,0
4278,18/01/2018 , 03:30:00,0,0
4279,18/01/2018 , 03:45:00,0,0
4280,18/01/2018 , 04:00:00,0,0
4281,18/01/2018 , 04:15:00,0,0
4282,18/01/2018 , 04:30:00,0,0
4283,18/01/2018 , 04:45:00,0,0
4284,18/01/2018 , 05:00:00,0,0
4285,18/01/2018 , 05:15:00,0,0
4286,18/01/2018 , 05:30:00,0,0
4287,18/01/2018 , 05:45:00,0,0
4288,18/01/2018 , 06:00:00,0,0
4289,18/01/2018 , 06:15:00,0,0
4290,18/01/2018 , 06:30:00,0,0
4291,18/01/2018 , 06:45:00,0,0
4292,18/01/2018 , 07:00:00,0,0
4293,18/01/2018 , 07:15:00,0,0
4294,18/01/2018 , 07:30:00,0,0
4295,18/01/2018 , 07:45:00,0,0
4296,18/01/2018 , 08:00:00,0,0
4297,18/01/2018 , 08:15:00,0,0
4298,18/01/2018 , 08:30:00,0,0
4299,18/01/2018 , 08:45:00,0,0
4300,18/01/2018 , 09:00:00,0,0
4301,18/01/2018 , 09:15:00,0,0
4302,18/01/2018 , 09:30:00,0,0
4303,18/01/2018 , 09:45:00,0,0
4304,18/01/2018 , 10:00:00,0,0
4305,18/01/2018 , 10:15:00,0,0
4306,18/01/2018 , 10:30:00,0,0
4307,18/01/2018 , 10:45:00,0,0
4308,18/01/2018 , 11:00:00,0,0
4309,18/01/2018 , 11:15:00,0,0
4310,18/01/2018 , 11:30:00,0,0
4311,18/01/2018 , 11:45:00,0,0
4312,18/01/2018 , 12:00:00,0,0
4313,18/01/2018 , 12:15:00,0,0
4314,18/01/2018 , 12:30:00,0,0
4315,18/01/2018 , 12:45:00,0,0
4316,18/01/2018 , 13:00:00,0,0
4317,18/01/2018 , 13:15:00,0,0
4318,18/01/2018 , 13:30:00,0,0
4319,18/01/2018 , 13:45:00,0,0
4320,18/01/2018 , 14:00:00,0,0
4321,18/01/2018 , 14:15:00,0,0
4322,18/01/2018 , 14:30:00,0,0
4323,18/01/2018 , 14:45:00,0,0
4324,18/01/2018 , 15:00:00,0,0
4325,18/01/2018 , 15:15:00,0,0
4326,18/01/2018 , 15:30:00,0,0
4327,18/01/2018 , 15:45:00,0,0
4328,18/01/2018 , 16:00:00,0,0
4329,18/01/2018 , 16:15:00,0,0
4330,18/01/2018 , 16:30:00,0,0
4331,18/01/2018 , 16:45:00,0,0
4332,18/01/2018 , 17:00:00,0,0
4333,18/01/2018 , 17:15:00,0,0
4334,18/01/2018 , 17:30:00,0,0
4335,18/01/2018 , 17:45:00,0,0
4336,18/01/2018 , 18:00:00,0,0
4337,18/01/2018 , 18:15:00,0,0
4338,18/01/2018 , 18:30:00,0,0
4339,18/01/2018 , 18:45:00,0,0
4340,18/01/2018 , 19:00:00,0,0
4341,18/01/2018 , 19:15:00,0,0
4342,18/01/2018 , 19:30:00,0,0
4343,18/01/2018 , 19:45:00,0,0
4344,18/01/2018 , 20:00:00,0,0
4345,18/01/2018 , 20:15:00,0,0
4346,18/01/2018 , 20:30:00,0,0
4347,18/01/2018 , 20:45:00,0,0
4348,18/01/2018 , 21:00:00,0,0
4349,18/01/2018 , 21:15:00,0,0
4350,18/01/2018 , 21:30:00,0,0
4351,18/01/2018 , 21:45:00,0,0
4352,18/01/2018 , 22:00:00,0,0
4353,18/01/2018 , 22:15:00,0,0
4354,18/01/2018 , 22:30:00,0,0
4355,18/01/2018 , 22:45:00,0,0
4356,18/01/2018 , 23:00:00,0,0
4357,18/01/2018 , 23:15:00,0,0
4358,18/01/2018 , 23:30:00,0,0
4359,18/01/2018 , 23:45:00,0,0
4360,18/01/2018 , 24:00:00,0,0
4361,19/01/2018 , 00:15:00,0,0
4362,19/01/2018 , 00:30:00,0,0
4363,19/01/2018 , 00:45:00,0,0
4364,19/01/2018 , 01:00:00,0,0
4365,19/01/2018 , 01:15:00,0,0
4366,19/01/2018 , 01:30:00,0,0
4367,19/01/2018 , 01:45:00,0,0
4368,19/01/2018 , 02:00:00,0,0
4369,19/01/2018 , 02:15:00,0,0
4370,19/01/2018 , 02:30:00,0,0
4371,19/01/2018 , 02:45:00,0,0
4372,19/01/2018 , 03:00:00,0,0
4373,19/01/2018 , 03:15:00,0,0
4374,19/01/2018 , 03:30:00,0,0
4375,19/01/2018 , 03:45:00,0,0
4376,19/01/2018 , 04:00:00,0,0
4377,19/01/2018 , 04:15:00,0,0
4378,19/01/2018 , 04:30:00,0,0
4379,19/01/2018 , 04:45:00,0,0
4380,19/01/2018 , 05:00:00,0,0
4381,19/01/2018 , 05:15:00,0,0
4382,19/01/2018 , 05:30:00,0,0
4383,19/01/2018 , 05:45:00,0,0
4384,19/01/2018 , 06:00:00,0,0
4385,19/01/2018 , 06:15:00,0,0
4386,19/01/2018 , 06:30:00,0,0
4387,19/01/2018 , 06:45:00,0,0
4388,19/01/2018 , 07:00:00,0,0
4389,19/01/2018 , 07:15:00,0,0
4390,19/01/2018 , 07:30:00,0,0
4391,19/01/2018 , 07:45:00,0,0
4392,19/01/2018 , 08:00:00,0,0
4393,19/01/2018 , 08:15:00,0,0
4394,19/01/2018 , 08:30:00,0,0
4395,19/01/2018 , 08:45:00,0,0
4396,19/01/2018 , 09:00:00,0,0
4397,19/01/2018 , 09:15:00,0,0
4398,19/01/2018 , 09:30:00,0,0
4399,19/01/2018 , 09:45:00,0,0
4400,19/01/2018 , 10:00:00,0,0
4401,19/01/2018 , 10:15:00,0,0
4402,19/01/2018 , 10:30:00,0,0
4403,19/01/2018 , 10:45:00,0,0
4404,19/01/2018 , 11:00:00,0,0
4405,19/01/2018 , 11:15:00,0,0
4406,19/01/2018 , 11:30:00,0,0
4407,19/01/2018 , 11:45:00,0,0
4408,19/01/2018 , 12:00:00,0,0
4409,19/01/2018 , 12:15:00,0,0
4410,19/01/2018 , 12:30:00,0,0
4411,19/01/2018 , 12:45:00,0,0
4412,19/01/2018 , 13:00:00,0,0
4413,19/01/2018 , 13:15:00,0,0
4414,19/01/2018 , 13:30:00,0,0
4415,19/01/2018 , 13:45:00,0,0
4416,19/01/2018 , 14:00:00,0,0
4417,19/01/2018 , 14:15:00,0,0
4418,19/01/2018 , 14:30:00,0,0
4419,19/01/2018 , 14:45:00,0,0
4420,19/01/2018 , 15:00:00,0,0
4421,19/01/2018 , 15:15:00,0,0
4422,19/01/2018 , 15:30:00,0,0
4423,19/01/2018 , 15:45:00,0,0
4424,19/01/2018 , 16:00:00,0,0
4425,19/01/2018 , 16:15:00,0,0
4426,19/01/2018 , 16:30:00,0,0
4427,19/01/2018 , 16:45:00,0,0
4428,19/01/2018 , 17:00:00,0,0
4429,19/01/2018 , 17:15:00,0,0
4430,19/01/2018 , 17:30:00,0,0
4431,19/01/2018 , 17:45:00,0,0
4432,19/01/2018 , 18:00:00,0,0
4433,19/01/2018 , 18:15:00,0,0
4434,19/01/2018 , 18:30:00,0,0
4435,19/01/2018 , 18:45:00,0,0
